Freq_GHz,S11_dB,Ldir,Ldri,L1,Sdir,Sref,Wdri,SimulationIndex,SimulationID
1,-1.46366867460711,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.005,-1.33699612657016,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.01,-1.22857996260248,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.015,-1.13616802574868,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.02,-1.05764189539779,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.025,-0.991058197595908,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.03,-0.934669496492022,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.035,-0.88693016334891,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.04,-0.846491870592,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.045,-0.81219244072086,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.05,-0.783040873259893,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.055,-0.75820057481194,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.06,-0.736972166760324,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.065,-0.718776745224957,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.07,-0.703140102600893,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.075,-0.689678165992371,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.08,-0.678083740858204,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.085,-0.668114546414033,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.09,-0.659582474639516,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.095,-0.652343982651291,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.1,-0.646291527462303,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.105,-0.641345964074667,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.11,-0.63744984576883,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.115,-0.634561584265186,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.12,-0.632650443375119,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.125,-0.631692350253876,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.13,-0.631666511998359,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.135,-0.632552821799504,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.14,-0.634330028909577,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.145,-0.636974631950519,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.15,-0.640460437825815,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.155,-0.644758711243323,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.16,-0.649838825062121,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.165,-0.655669311364141,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.17,-0.66221920865897,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.175,-0.669459602481656,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.18,-0.677365264564942,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.185,-0.685916308819014,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.19,-0.695099799154165,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.195,-0.704911263164253,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.2,-0.715356085342382,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.205,-0.726450772561761,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.21,-0.738224102141917,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.215,-0.750718178482875,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.22,-0.76398943797123,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.225,-0.778109654016257,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.23,-0.793167005368334,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.235,-0.809267282286401,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.24,-0.826535317862677,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.245,-0.845116747280497,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.25,-0.865180217554154,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.255,-0.886920196085839,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.26,-0.91056055992021,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.265,-0.936359190369025,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.27,-0.964613850272532,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.275,-0.99566968165979,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.28,-1.0299287224055,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.285,-1.06786188182982,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.29,-1.11002379174505,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.295,-1.15707076441647,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.3,-1.20978154412222,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.305,-1.2690792426259,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.31,-1.33605005474955,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.315,-1.41194871082678,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.32,-1.49816991700195,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.325,-1.59614625043769,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.33,-1.70710409940905,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.335,-1.83157632327404,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.34,-1.9685662551523,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.345,-2.11437356465477,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.35,-2.26147676041933,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.355,-2.39853422453689,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.36,-2.51289168807795,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.365,-2.59564003275172,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.37,-2.64629411031093,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.375,-2.67315830356873,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.38,-2.68906314756928,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.385,-2.70617030911261,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.39,-2.7330857908383,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.395,-2.77457070037882,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.4,-2.83254281843066,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.405,-2.90724385349401,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.41,-2.99810758459076,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.415,-3.10428213985295,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.42,-3.22490042217742,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.425,-3.35919941093335,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.43,-3.50655912529677,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.435,-3.66650321061908,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.44,-3.83868366973559,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.445,-4.0228609258713,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.45,-4.21888431635342,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.455,-4.42667503642282,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.46,-4.64621208218295,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.465,-4.87752109281203,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.47,-5.12066574436227,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.475,-5.37574128505489,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.48,-5.64286981762121,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.485,-5.92219697629975,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.49,-6.21388969075201,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.495,-6.51813476601974,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.5,-6.83513803242295,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.505,-7.16512383009016,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.51,-7.50833458819722,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.515,-7.8650302369881,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.52,-8.23548714804172,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.525,-8.61999623003557,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.53,-9.01885970603837,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.535,-9.43238595364591,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.54,-9.8608815865608,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.545,-10.3046396760649,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.55,-10.763922627914,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.555,-11.2389377129748,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.56,-11.7298025620253,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.565,-12.2364970405423,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.57,-12.7587967961076,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.575,-13.2961824418691,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.58,-13.8477169331521,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.585,-14.4118825620654,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.59,-14.9863689121072,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.595,-15.5678055930191,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.6,-16.1514412568861,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.605,-16.7307873110527,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.61,-17.297275790047,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.615,-17.8400290944815,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.62,-18.3458991697417,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.625,-18.7999797110609,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.63,-19.1867733785935,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.635,-19.4920402402736,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.64,-19.7050472572495,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.645,-19.820601220207,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.65,-19.8401299884146,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.655,-19.7713663052556,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.66,-19.6267679653691,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.665,-19.4212977933475,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.67,-19.1702911040728,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.675,-18.8878912543093,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.68,-18.586184665115,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.685,-18.2749211479816,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.69,-17.9616153279869,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.695,-17.6518412163715,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.7,-17.3495889575085,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.705,-17.0576092275318,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.71,-16.7777114418383,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.715,-16.5110062053581,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.72,-16.258094733066,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
1.725,-16.0192129592106,14.6918979214802,46.1519160179868,15.3125469300489,12.4532800271857,16.5027896678061,3.56036952255499,7,sim_007
