Freq_GHz,S11_dB,dipole_length,wire_rad,port_gap,SimulationIndex,SimulationID
0.45,-0.125379150012859,15.0313417201721,0.286621685057563,0.1564486675973,18,sim_018
0.45225,-0.127967865635322,15.0313417201721,0.286621685057563,0.1564486675973,18,sim_018
0.4545,-0.13061263202967,15.0313417201721,0.286621685057563,0.1564486675973,18,sim_018
0.45675,-0.133314820589576,15.0313417201721,0.286621685057563,0.1564486675973,18,sim_018
0.459,-0.13607584074983,15.0313417201721,0.286621685057563,0.1564486675973,18,sim_018
0.46125,-0.138897141164141,15.0313417201721,0.286621685057563,0.1564486675973,18,sim_018
0.4635,-0.14178021092311,15.0313417201721,0.286621685057563,0.1564486675973,18,sim_018
0.46575,-0.144726580813816,15.0313417201721,0.286621685057563,0.1564486675973,18,sim_018
0.468,-0.147737824622601,15.0313417201721,0.286621685057563,0.1564486675973,18,sim_018
0.47025,-0.150815560482588,15.0313417201721,0.286621685057563,0.1564486675973,18,sim_018
0.4725,-0.153961452267635,15.0313417201721,0.286621685057563,0.1564486675973,18,sim_018
0.47475,-0.157177211034463,15.0313417201721,0.286621685057563,0.1564486675973,18,sim_018
0.477,-0.160464596514691,15.0313417201721,0.286621685057563,0.1564486675973,18,sim_018
0.47925,-0.163825418658695,15.0313417201721,0.286621685057563,0.1564486675973,18,sim_018
0.4815,-0.167261539233195,15.0313417201721,0.286621685057563,0.1564486675973,18,sim_018
0.48375,-0.170774873474596,15.0313417201721,0.286621685057563,0.1564486675973,18,sim_018
0.486,-0.174367391800169,15.0313417201721,0.286621685057563,0.1564486675973,18,sim_018
0.48825,-0.17804112157922,15.0313417201721,0.286621685057563,0.1564486675973,18,sim_018
0.4905,-0.181798148966564,15.0313417201721,0.286621685057563,0.1564486675973,18,sim_018
0.49275,-0.185640620800575,15.0313417201721,0.286621685057563,0.1564486675973,18,sim_018
0.495,-0.189570746568288,15.0313417201721,0.286621685057563,0.1564486675973,18,sim_018
0.49725,-0.193590800440121,15.0313417201721,0.286621685057563,0.1564486675973,18,sim_018
0.4995,-0.197703123376763,15.0313417201721,0.286621685057563,0.1564486675973,18,sim_018
0.50175,-0.201910125311039,15.0313417201721,0.286621685057563,0.1564486675973,18,sim_018
0.504,-0.20621428740758,15.0313417201721,0.286621685057563,0.1564486675973,18,sim_018
0.50625,-0.210618164403222,15.0313417201721,0.286621685057563,0.1564486675973,18,sim_018
0.5085,-0.215124387031246,15.0313417201721,0.286621685057563,0.1564486675973,18,sim_018
0.51075,-0.219735664532625,15.0313417201721,0.286621685057563,0.1564486675973,18,sim_018
